"Checked"	"Protein Group FDR Confidence: Combined"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. Protein Group q-value: Combined"	"Exp. Protein q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Protein Unique Peptides"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score CHIMERYS on Ardia Server: CHIMERYS on Ardia Server"	"# Peptides (by Search Engine): CHIMERYS on Ardia Server"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance: F4: Sample, AS, RA, kd, d7"	"Abundance: F5: Sample, AS, RA, kd, d7"	"Abundance: F6: Sample, AS, RA, kd, d7"	"Abundance: F10: Sample, AS, RA, sc, d7"	"Abundance: F11: Sample, AS, RA, sc, d7"	"Abundance: F12: Sample, AS, RA, sc, d7"	"Abundance: F16: Sample, BE, RA, kd, d7"	"Abundance: F17: Sample, BE, RA, kd, d7"	"Abundance: F18: Sample, BE, RA, kd, d7"	"Abundance: F22: Sample, BE, RA, sc, d7"	"Abundance: F23: Sample, BE, RA, sc, d7"	"Abundance: F24: Sample, BE, RA, sc, d7"	"Found in Sample: F4: Sample, AS, RA, kd, d7"	"Found in Sample: F5: Sample, AS, RA, kd, d7"	"Found in Sample: F6: Sample, AS, RA, kd, d7"	"Found in Sample: F10: Sample, AS, RA, sc, d7"	"Found in Sample: F11: Sample, AS, RA, sc, d7"	"Found in Sample: F12: Sample, AS, RA, sc, d7"	"Found in Sample: F16: Sample, BE, RA, kd, d7"	"Found in Sample: F17: Sample, BE, RA, kd, d7"	"Found in Sample: F18: Sample, BE, RA, kd, d7"	"Found in Sample: F22: Sample, BE, RA, sc, d7"	"Found in Sample: F23: Sample, BE, RA, sc, d7"	"Found in Sample: F24: Sample, BE, RA, sc, d7"	"# Protein Groups"	"Modifications"	"Abundances (Grouped): AS, RA, kd, d7"	"Abundances (Grouped): AS, RA, sc, d7"	"Abundances (Grouped): BE, RA, kd, d7"	"Abundances (Grouped): BE, RA, sc, d7"	"Abundances (Grouped) CV [%]: AS, RA, kd, d7"	"Abundances (Grouped) CV [%]: AS, RA, sc, d7"	"Abundances (Grouped) CV [%]: BE, RA, kd, d7"	"Abundances (Grouped) CV [%]: BE, RA, sc, d7"
"False"	"High"	"High"	"IsMasterProtein"	"Q9H1K1"	"Iron-sulfur cluster assembly enzyme ISCU OS=Homo sapiens OX=9606 GN=ISCU PE=1 SV=2"	"0.00000"	"0.00000"	"28.152"	"38"	"6"	"91"	"0"	"6"	"167"	"18.0"	"9.48"	"48.88"	"6"	"cell organization and biogenesis;other biological processes"	"cytosol;mitochondrion;nucleus;other cell component"	"other molecular function"	"Pf01592"	"23479"	"ENSG00000136003"	"ISCU"	"hsa:23479; Q6P713; Q99617; Q9H1K1; Q9H1K2"	"Maturation of replicase proteins"	"2"	"0"	"2311563.48046875"	"3141437.2421875"	"2844691.61621094"	"1394732.04199219"	"1852677.06054688"	"1137692.5703125"	"1500551.78710938"	"1425046.49023438"	"1621060.04980469"	"1965921.37646484"	""	"1863588.12207031"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"2844691.61621094"	"1394732.04199219"	"1500551.78710938"	"1914070.98251449"	"15.20"	"24.78"	"6.52"	"3.78"
"False"	"High"	"High"	"IsMasterProtein"	"Q9UHB4"	"NADPH-dependent diflavin oxidoreductase 1 OS=Homo sapiens OX=9606 GN=NDOR1 PE=1 SV=1"	"0.00000"	"0.00000"	"28.149"	"30"	"12"	"97"	"0"	"12"	"597"	"66.7"	"6.35"	"11.08"	"12"	"cell organization and biogenesis;other metabolic processes"	"cytosol;cytoskeleton;nucleus;other cell component"	"other molecular function"	"Pf00175, Pf00258, Pf00667"	"27158"	"ENSG00000188566"	"NDOR1"	"D3YTG6; D3YTH9; hsa:27158; Q5VSG4; Q86US9; Q96BC6; Q9UHB4"	"Cytosolic iron-sulfur cluster assembly"	"1"	"0"	"617823.004150391"	"818906.856933594"	"658082.291259766"	"152267.776367188"	"291387.307128906"	"48152.576171875"	"312951.904296875"	"280398.016357422"	"542809.125976563"	"223646.697265625"	""	"322773.3515625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"658082.291259766"	"152267.776367188"	"312951.904296875"	"268676.746374355"	"15.24"	"74.44"	"37.77"	"25.66"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y5J6"	"Mitochondrial import inner membrane translocase subunit Tim10 B OS=Homo sapiens OX=9606 GN=TIMM10B PE=1 SV=1"	"0.00000"	"0.00000"	"28.135"	"57"	"6"	"110"	"0"	"6"	"103"	"11.6"	"7.43"	"26.81"	"6"	"cell adhesion;cell organization and biogenesis"	"other membranes;mitochondrion"	"other molecular function"	"Pf02953"	"26515"	"ENSG00000132286"	"TIMM10B"	"hsa:26515; Q96FF3; Q9Y5J6"	"Mitochondrial protein import"	"1"	"0"	"1195673.65039063"	"1702050.22070313"	"1320761.69921875"	"393267.181640625"	"780282.147460938"	"254273.740722656"	"1204977.33203125"	"1073577.15429688"	"1244108.27539063"	"1141973.3125"	""	"1151542.75976563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"1320761.69921875"	"393267.181640625"	"1204977.33203125"	"1146748.05421895"	"18.76"	"57.27"	"7.61"	"0.59"
"False"	"High"	"High"	"IsMasterProtein"	"P16403"	"Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2"	"0.00000"	"0.00000"	"28.128"	"41"	"9"	"106"	"0"	"3"	"213"	"21.4"	"10.93"	"74.35"	"9"	"cell organization and biogenesis;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00538"	"3006"	"ENSG00000187837"	"H1-2"	"A8K4I2; hsa:3006; P16403"	"Apoptosis induced DNA fragmentation; Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"2"	"0"	"340119.983398438"	"338763.998046875"	"47300.54296875"	"63766.01171875"	"148770.263671875"	"42502.671875"	"88141.484375"	"63192.193359375"	"86788.33203125"	"78329.8515625"	"2088.57861328125"	"75039.904296875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"338763.998046875"	"63766.01171875"	"86788.33203125"	"75039.904296875"	"69.68"	"66.14"	"17.68"	"83.17"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y625"	"Glypican-6 OS=Homo sapiens OX=9606 GN=GPC6 PE=1 SV=1"	"0.00000"	"0.00000"	"28.124"	"19"	"8"	"80"	"0"	"8"	"555"	"62.7"	"5.41"	"25.79"	"8"	"other biological processes"	"non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf01153"	"10082"	"ENSG00000183098"	"GPC6"	"A8K279; hsa:10082; Q96SG5; Q96SG8; Q9H1P4; Q9Y625"	"RSV-host interactions; Respiratory syncytial virus (RSV) attachment and entry; Glycosaminoglycan-protein linkage region biosynthesis; HS-GAG biosynthesis; HS-GAG degradation; Defective B4GALT7 causes EDS, progeroid type; Defective B3GAT3 causes JDSSDHD; Defective EXT2 causes exostoses 2; Defective EXT1 causes exostoses 1, TRPS2 and CHDS; Defective B3GALT6 causes EDSP2 and SEMDJL1; Attachment and Entry; Retinoid metabolism and transport"	"13"	"0"	"1300022.74804688"	"1907405.140625"	"1374985.24023438"	"348970.432617188"	"510419.7578125"	"228509.614257813"	"838870.0390625"	"534956.598632813"	"626524.48046875"	"385139.169921875"	""	"452533.369140625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"1374985.24023438"	"348970.432617188"	"626524.48046875"	"417478.533762839"	"21.68"	"39.01"	"23.38"	"11.38"
"False"	"High"	"High"	"IsMasterProtein"	"P49458"	"Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2"	"0.00000"	"0.00000"	"28.121"	"73"	"8"	"129"	"0"	"8"	"86"	"10.1"	"7.97"	"83.90"	"8"	"other biological processes"	"other membranes;cytosol;ER/Golgi;translational apparatus"	"nucleic acid binding activity;other molecular function"	"Pf05486"	"6726"	"ENSG00000143742"	"SRP9"	"A8K0N0; hsa:6726; P49458; Q6NVX0; Q8WTW0"	"SRP-dependent cotranslational protein targeting to membrane"	"1"	"0"	"29003086.6660156"	"34006727.8476563"	"28750620.625"	"16546454.4487305"	"19604381.75"	"10691817.8398438"	"31285866.3027344"	"33350396.78125"	"33997877.2939453"	"24109295.0800781"	"70906.6884765625"	"23427262.2607422"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"29003086.6660156"	"16546454.4487305"	"33350396.78125"	"23427262.2607422"	"9.69"	"29.00"	"4.31"	"86.24"
"False"	"High"	"High"	"IsMasterProtein"	"P61586"	"Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1"	"0.00000"	"0.00000"	"28.115"	"54"	"8"	"112"	"0"	"3"	"193"	"21.8"	"6.10"	"70.07"	"8"	"cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00071"	"387"	"ENSG00000067560"	"RHOA"	"hsa:387; P06749; P61586; Q53HM4; Q5U024; Q9UDJ0; Q9UEJ4"	"Neutrophil degranulation; RHOC GTPase cycle; RHOA GTPase cycle; G alpha (12/13) signalling events; RHO GTPases Activate Formins; EPHB-mediated forward signaling; GPVI-mediated activation cascade; PI3K/AKT activation; VEGFA-VEGFR2 Pathway; ERBB2 Regulates Cell Motility; RHO GTPases activate CIT; G beta:gamma signalling through PI3Kgamma; PCP/CE pathway; RHO GTPases Activate Rhotekin and Rhophilins; EPHA-mediated growth cone collapse; Sema4D induced cell migration and growth-cone collapse; RHO GTPases activate PKNs; RHO GTPases Activate ROCKs; Sema4D mediated inhibition of cell attachment and migration; Ovarian tumor domain proteases; SLIT2:ROBO1 increases RHOA activity; PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases; TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition); Axonal growth stimulation; Axonal growth inhibition (RHOA activation); RHO GTPases activate KTN1"	"72"	"6"	"29137230.25"	"35825917.5620117"	"32610648.4492188"	"14609803.8886719"	"30359589"	"17542282.4550781"	"27071665.8789063"	"28851464.5234375"	"26637340.4960938"	"30745586.890625"	"28458.1826171875"	"26751765.5175781"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"32610648.4492188"	"17542282.4550781"	"27071665.8789063"	"26751765.5175781"	"10.29"	"40.20"	"4.26"	"87.10"
"False"	"High"	"High"	"IsMasterProtein"	"Q9UGK8"	"Secretion-regulating guanine nucleotide exchange factor OS=Homo sapiens OX=9606 GN=SERGEF PE=1 SV=2"	"0.00000"	"0.00000"	"28.105"	"41"	"12"	"78"	"0"	"12"	"458"	"49.0"	"6.46"	"14.44"	"12"	"signal transduction;other biological processes"	"cytosol;nucleus;other cell component"	"enzyme regulator activity"	"Pf25390"	"26297"	"ENSG00000129158"	"SERGEF"	"hsa:26297; Q9UGK8; Q9UGK9"	""	"0"	"0"	"264483.731445313"	"304468.696289063"	"267680.7578125"	"24105.556640625"	"68718.1171875"	"27474.3557128906"	"402175.549316406"	"288084.061523438"	"534548.389648438"	"430606.197265625"	""	"291645.220703125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"267680.7578125"	"27474.3557128906"	"402175.549316406"	"354378.666736115"	"7.97"	"61.95"	"30.21"	"27.21"
"False"	"High"	"High"	"IsMasterProtein"	"Q7Z5Q1"	"Cytoplasmic polyadenylation element-binding protein 2 OS=Homo sapiens OX=9606 GN=CPEB2 PE=2 SV=3"	"0.00000"	"0.00000"	"28.102"	"29"	"10"	"78"	"0"	"3"	"589"	"64.9"	"7.21"	"15.28"	"11"	"protein metabolism;other metabolic processes;stress response;other biological processes"	"nucleus;other cell component"	"enzyme regulator activity;translation activity;nucleic acid binding activity;other molecular function"	"Pf16366, Pf16367"	"132864"	"ENSG00000137449"	"CPEB2"	"E7EPM3; F5H160; hsa:132864; Q3B8N6; Q3MI89; Q3MI90; Q3MI92; Q7Z5Q0; Q7Z5Q1"	""	"0"	"1"	"42896.611328125"	"66028.701171875"	"92246.544921875"	"26197.734375"	""	""	"39961.2041015625"	"47453.0908203125"	"46444.6103515625"	""	""	"43801.796875"	"High"	"High"	"High"	"High"	"n/a"	"n/a"	"High"	"High"	"High"	"n/a"	"n/a"	"High"	"1"	""	"66028.701171875"	"26197.734375"	"46444.6103515625"	"43801.796875"	"36.82"	""	"9.11"	""
"False"	"High"	"High"	"IsMasterProtein"	"P36955"	"Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4"	"0.00000"	"0.00000"	"28.097"	"29"	"11"	"82"	"0"	"11"	"418"	"46.3"	"6.38"	"22.30"	"11"	"cell cycle OR cell proliferation;developmental processes;other biological processes"	"non-structural extracellular;extracellular matrix;other cell component"	"enzyme regulator activity"	"Pf00079"	"5176"	"ENSG00000132386"	"SERPINF1"	"F1T092; hsa:5176; P36955; Q13236; Q2TU83; Q96CT1; Q96R01; Q9BWA4"	""	"7"	"0"	"919513.873046875"	"1134179.33984375"	"711689.814453125"	"1329317.98925781"	"1627391.58984375"	"900599.474609375"	"675601.064453125"	"1129455.890625"	"526493.826171875"	"583675.092773438"	""	"872097.685546875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"919513.873046875"	"1329317.98925781"	"675601.064453125"	"713457.565324717"	"22.92"	"28.41"	"40.41"	"28.02"
"False"	"High"	"High"	"IsMasterProtein"	"Q8TET4"	"Neutral alpha-glucosidase C OS=Homo sapiens OX=9606 GN=GANC PE=2 SV=3"	"0.00000"	"0.00000"	"28.077"	"16"	"13"	"84"	"0"	"13"	"914"	"104.3"	"6.23"	"22.04"	"13"	"protein metabolism;other metabolic processes"	""	"other molecular function"	"Pf01055, Pf13802, Pf21365"	"2595"	"ENSG00000214013"	"GANC"	"hsa:2595; Q52LQ4; Q8IWZ0; Q8IZM4; Q8IZM5; Q8TET4"	""	"1"	"0"	"147105.06640625"	"196196.921875"	"67003.4326171875"	"31490.7373046875"	"95056.3959960938"	"6854.2724609375"	"855923.59765625"	"809341.724609375"	"981237.5390625"	"754109.835449219"	""	"956975.82421875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"147105.06640625"	"31490.7373046875"	"855923.59765625"	"849508.611687063"	"47.68"	"102.35"	"10.08"	"16.77"
"False"	"High"	"High"	"IsMasterProtein"	"Q07002"	"Cyclin-dependent kinase 18 OS=Homo sapiens OX=9606 GN=CDK18 PE=1 SV=4"	"0.00000"	"0.00000"	"28.069"	"38"	"13"	"109"	"0"	"9"	"474"	"54.4"	"8.66"	"34.13"	"14"	"other biological processes"	"nucleus;other cell component"	"kinase activity;other molecular function"	"Pf00069"	"5129"	"ENSG00000117266"	"CDK18"	"hsa:5129; Q07002; Q5VXQ2; Q6V3A2; Q6V3A3; Q96F90"	""	"0"	"0"	"1531628.1171875"	"2232329.28417969"	"1822147.875"	"40971.4833984375"	"198719.174804688"	"45265.525390625"	"96538.0302734375"	"1597180.43261719"	"2160705.87207031"	"28730.052734375"	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"n/a"	"1"	""	"1822147.875"	"45265.525390625"	"1597180.43261719"	"28730.052734375"	"18.91"	"94.61"	"83.04"	""
"False"	"High"	"High"	"IsMasterProtein"	"Q53HV7"	"Single-strand selective monofunctional uracil DNA glycosylase OS=Homo sapiens OX=9606 GN=SMUG1 PE=1 SV=2"	"0.00000"	"0.00000"	"28.050"	"48"	"9"	"80"	"0"	"9"	"270"	"29.8"	"6.62"	"23.98"	"9"	"DNA metabolism;other metabolic processes;stress response"	"cytosol;nucleus"	"nucleic acid binding activity;other molecular function"	"Pf03167"	"23583"	"ENSG00000123415"	"SMUG1"	"A8K2K9; hsa:23583; O95862; Q0D2M0; Q53HV7; Q8NB71; Q9BWC8"	"Recognition and association of DNA glycosylase with site containing an affected pyrimidine; Cleavage of the damaged pyrimidine ; Displacement of DNA glycosylase by APEX1"	"6"	"0"	"997500.598632813"	"1253939.51660156"	"996417.595703125"	"379599.104980469"	"512202.403808594"	"197494.095703125"	"772127.468261719"	"763693.758300781"	"825013.360351563"	"528715.430175781"	""	"634215.069335938"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"997500.598632813"	"379599.104980469"	"772127.468261719"	"579067.606767909"	"13.70"	"43.51"	"4.22"	"12.83"
"False"	"High"	"High"	"IsMasterProtein"	"P53680"	"AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2"	"0.00000"	"0.00000"	"28.047"	"43"	"6"	"98"	"0"	"6"	"142"	"17.0"	"6.18"	"44.24"	"6"	"cell organization and biogenesis;transport;other biological processes"	"plasma membrane;other membranes;cytosol;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf01217"	"1175"	"ENSG00000042753"	"AP2S1"	"B2R4Z4; hsa:1175; O75977; P53680; Q6PK67"	"Potential therapeutics for SARS; Cargo recognition for clathrin-mediated endocytosis; LDL clearance; Recycling pathway of L1; MHC class II antigen presentation; WNT5A-dependent internalization of FZD4; EPH-ephrin mediated repulsion of cells; Nef Mediated CD4 Down-regulation; Retrograde neurotrophin signalling; Nef Mediated CD8 Down-regulation; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; VLDLR internalisation and degradation"	"18"	"0"	"6808312.36523438"	"8786270.734375"	"6681363.03125"	"2109789.41992188"	"3049522.26367188"	"1079055.15283203"	"5890507.26171875"	"4532503.23828125"	"5761547.81054688"	"2915980.86523438"	""	"5265739.84179688"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"6808312.36523438"	"2109789.41992188"	"5761547.81054688"	"3918519.69753655"	"15.90"	"47.40"	"13.89"	"40.62"
"False"	"High"	"High"	"IsMasterProtein"	"Q16610"	"Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2"	"0.00000"	"0.00000"	"28.044"	"27"	"12"	"43"	"0"	"12"	"540"	"60.6"	"6.71"	"10.92"	"12"	"stress response;developmental processes;signal transduction;other biological processes"	"non-structural extracellular;extracellular matrix;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf05782"	"1893"	"ENSG00000143369"	"ECM1"	"A8K8S0; B4DW49; B4DY60; hsa:1893; O43266; Q16610; Q5T5G4; Q5T5G5; Q5T5G6; Q8IZ60"	"Platelet degranulation"	"1"	"0"	"82207.484375"	"206397.458984375"	"241536.424804688"	"221494.074707031"	"1748168.83398438"	"153176.482421875"	"40619.31640625"	""	"5632.94140625"	"34025.66015625"	""	"14863.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"n/a"	"High"	"1"	""	"206397.458984375"	"221494.074707031"	"15126.3422306364"	"22488.7672614561"	"47.37"	"127.44"	"106.97"	"55.43"
"False"	"High"	"High"	"IsMasterProtein"	"Q9UI42"	"Carboxypeptidase A4 OS=Homo sapiens OX=9606 GN=CPA4 PE=1 SV=2"	"0.00000"	"0.00000"	"28.042"	"33"	"10"	"51"	"0"	"10"	"421"	"47.3"	"6.70"	"12.60"	"10"	"protein metabolism;other metabolic processes"	"non-structural extracellular"	"other molecular function"	"Pf00246, Pf02244"	"51200"	"ENSG00000128510"	"CPA4"	"B7Z576; hsa:51200; Q86UY9; Q9UI42"	""	"0"	"0"	"37673.7216796875"	"27135.013671875"	"107828.388671875"	"17047.939453125"	"1415432.7578125"	"25565.6586914063"	"188672.490234375"	"149643.864257813"	"158715.078125"	"409039.120117188"	""	"531144.07421875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"37673.7216796875"	"25565.6586914063"	"158715.078125"	"466110.18522866"	"76.22"	"165.61"	"12.33"	"18.37"
"False"	"High"	"High"	"IsMasterProtein"	"Q00765"	"Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3"	"0.00000"	"0.00000"	"28.028"	"34"	"6"	"86"	"0"	"6"	"189"	"21.5"	"8.10"	"52.76"	"6"	"cell organization and biogenesis;other biological processes"	"other membranes;cytosol;ER/Golgi"	""	"Pf03134"	"7905"	"ENSG00000129625"	"REEP5"	"B7Z681; D3DT04; hsa:7905; Q00765; Q04198; Q5QGT0; Q9BWH9"	""	"0"	"0"	"9087865.41796875"	"11005471.5273438"	"10512680.0195313"	"4814345.4375"	"5519489.078125"	"4129063.28027344"	"8554932.13671875"	"7055263.19726563"	"7838670.23828125"	"8296056.26757813"	"64452.72265625"	"8142643.85351563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"10512680.0195313"	"4814345.4375"	"7838670.23828125"	"8142643.85351563"	"9.76"	"14.42"	"9.60"	"85.60"
"False"	"High"	"High"	"IsMasterProtein"	"A6NMK8"	"Protein INSYN2B OS=Homo sapiens OX=9606 GN=INSYN2B PE=2 SV=1"	"0.00000"	"0.00000"	"28.026"	"34"	"12"	"67"	"0"	"12"	"535"	"59.2"	"8.13"	"10.74"	"12"	""	""	""	"Pf15265"	"100131897"	"ENSG00000204767"	"INSYN2B"	"A6NMK8; hsa:100131897"	""	"0"	"0"	"659641.270019531"	"493567.086914063"	"659928.939697266"	"185398.948730469"	"686326.293945313"	"114825.3671875"	"67180.009765625"	"57830.3159179688"	"121518.654296875"	"21046.0458984375"	""	"3525.22119140625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"659641.270019531"	"185398.948730469"	"67180.009765625"	"8613.47589515873"	"15.88"	"94.75"	"41.85"	"100.84"
"False"	"High"	"High"	"IsMasterProtein"	"Q9NT62"	"Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1"	"0.00000"	"0.00000"	"28.021"	"27"	"7"	"108"	"0"	"7"	"314"	"35.8"	"4.74"	"44.93"	"7"	"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;other biological processes"	"cytosol;other cell component"	"other molecular function"	"Pf03987"	"64422"	"ENSG00000144848"	"ATG3"	"C9JNW8; hsa:64422; Q6PKC5; Q9H6L9; Q9NT62"	"Macroautophagy"	"9"	"0"	"5038673.17382813"	"6838186.42382813"	"5566172.515625"	"2417804.9140625"	"3804451.51757813"	"1327221.83837891"	"4358545.44335938"	"4153804.1328125"	"3925859.92480469"	"3490087.54199219"	""	"4224862.23632813"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"5566172.515625"	"2417804.9140625"	"4153804.1328125"	"3839939.98099476"	"15.91"	"49.34"	"5.22"	"13.47"
"False"	"High"	"High"	"IsMasterProtein"	"Q6P1A2"	"Lysophospholipid acyltransferase 5 OS=Homo sapiens OX=9606 GN=LPCAT3 PE=1 SV=1"	"0.00000"	"0.00000"	"28.018"	"18"	"8"	"87"	"0"	"8"	"487"	"56.0"	"8.69"	"49.12"	"8"	"cell organization and biogenesis;other metabolic processes;other biological processes"	"other membranes;ER/Golgi"	"other molecular function"	"Pf03062"	"10162"	"ENSG00000111684"	"LPCAT3"	"B2RDH0; B7Z3N3; hsa:10162; Q6P1A2; Q7KZS1; Q92980; Q9BW40"	"Acyl chain remodelling of PC; Acyl chain remodelling of PS; Acyl chain remodelling of PE"	"4"	"0"	"4813075.99804688"	"4080160.140625"	"4651122.015625"	"2119368.52832031"	"2904735.4375"	"1641174.05859375"	"2369273.49609375"	"2033320.703125"	"2447112.953125"	"2074485.5703125"	""	"2074287.828125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"4651122.015625"	"2119368.52832031"	"2369273.49609375"	"2074386.69686251"	"8.53"	"28.71"	"9.63"	"0.01"
"False"	"High"	"High"	"IsMasterProtein"	"P10599"	"Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3"	"0.00000"	"0.00000"	"27.990"	"84"	"7"	"97"	"0"	"7"	"105"	"11.7"	"4.92"	"56.48"	"7"	"other metabolic processes;stress response;other biological processes"	"non-structural extracellular;cytosol;nucleus;other cell component"	"other molecular function"	"Pf00085"	"7295"	"ENSG00000136810"	"TXN"	"B1ALW1; hsa:7295; O60744; P10599; Q53X69; Q96KI3; Q9UDG5"	"TP53 Regulates Metabolic Genes; Detoxification of Reactive Oxygen Species; Oxidative Stress Induced Senescence; Interconversion of nucleotide di- and triphosphates; NFE2L2 regulating anti-oxidant/detoxification enzymes; The NLRP3 inflammasome; Purinergic signaling in leishmaniasis infection; Regulation of FOXO transcriptional activity by acetylation; Protein repair"	"20"	"0"	"56936916.3632813"	"60166947.296875"	"62099760.3046875"	"34434762.4345703"	"45093130.75"	"25367257.71875"	"50430230.140625"	"41845942.1289063"	"49285034.2773438"	"44824734.1738281"	"22832.5859375"	"48450735.4765625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"60166947.296875"	"34434762.4345703"	"49285034.2773438"	"44824734.1738281"	"4.37"	"28.24"	"9.88"	"86.74"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y3C4"	"EKC/KEOPS complex subunit TPRKB OS=Homo sapiens OX=9606 GN=TPRKB PE=1 SV=1"	"0.00000"	"0.00000"	"27.981"	"52"	"6"	"74"	"0"	"6"	"175"	"19.6"	"6.79"	"25.34"	"6"	"RNA metabolism OR transcription;other metabolic processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf08617"	"51002"	"ENSG00000144034; ENSG00000291480"	"TPRKB"	"D6W5H6; hsa:51002; Q8IWR6; Q8IWR7; Q9H3K4; Q9Y3C4"	"tRNA modification in the nucleus and cytosol"	"1"	"0"	"2184238.3828125"	"3376879.9609375"	"2413773.30664063"	"685497.390625"	"1347292.3984375"	"571010.42578125"	"2229279.75976563"	"1703724.2890625"	"1922987.5390625"	"1390618.92578125"	""	"1518582.78125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"2413773.30664063"	"685497.390625"	"1922987.5390625"	"1453193.02089288"	"23.80"	"48.28"	"13.52"	"6.22"
